id,name,citizenship,byear,bplace
17080,White,US,1956,"Stonington,CT US"
17081,Newton,US,1943,"Seaford,DE US"
17082,Sunderland,US,1941,"Ogden,UT US"
17083,Suber,US,1946,"Lexington,KY US"
17084,Gourley,US,1963,"Longview,TX US"
17085,Ramos,US,1952,"New York,NY US"
17086,Groleau,US,1974,"Grand Rapids,MI US"
17087,Withers,US,1965,"Frederick,MD US"
17088,Jackson,US,1944,"Jacksonville,FL US"
17089,Green,US,1970,"Springfield,MA US"
17090,Maloney,US,1947,"San Luis Obispo,CA US"
17091,Hatfield,US,1942,"Falmouth,KY US"
17092,Sturdevant,US,1976,"Los Angeles,CA US"
17093,Kneeland,US,1983,"Atlanta,GA US"
17094,Fahy,US,1950,"Bloomfield Township,MI US"
17095,Mills,US,1949,"Dallas,TX US"
17096,Simms,US,1945,"Oakland,CA US"
17097,Persinger,US,1968,"Rochelle,IL US"
17098,Terwilliger,US,1955,"Blue Mound,TX US"
17099,Thompson,US,1979,"Milwaukee,WI US"
17100,Mathias,US,1980,"Denver,CO US"
17101,Barrett,US,1944,"Greenville,NC US"
17102,Moran,US,1956,"Athens,IL US"
17103,Maples,US,1970,"Austin,TX US"
17104,Haynes,US,1978,"Akron,OH US"
17105,Heidrick,US,1942,"Philadelphia,PA US"
17106,Johnson,US,1954,"San Jose,CA US"
17107,Grayson,US,1965,"Los Angeles,CA US"
17108,Miner,US,1981,"Indianapolis,IN US"
17109,Oneal,US,1960,"Fort Washington,PA US"
17110,Mcgill,US,1963,"Boston,MA US"
17111,Lovell,US,1980,"St Augustine,FL US"
17112,Prange,US,1963,"Bellevue,WA US"
17113,Wright,US,1968,"Janesville,WI US"
17114,Jones,US,1944,"Tampa,FL US"
17115,Mcphail,US,1958,"Cambridge,MA US"
17116,Black,US,1975,"Omaha,NE US"
17117,Bronson,US,1976,"Tampa,FL US"
17118,Rogers,US,1946,"Springfield,IL US"
17119,Robinson,US,1983,"Shreveport,LA US"
17120,Lake,US,1942,"Houston,TX US"
17121,Oneal,US,1957,"Atlanta,GA US"
17122,Reynolds,US,1976,"Glen Rose,TX US"
17123,Julius,US,1959,"Poughkeepsie,NY US"
17124,Rager,US,1981,"Nashville,TN US"
17125,Shupe,US,1959,"Cambridge,MA US"
17126,Woods,US,1950,"Toms River,NJ US"
17127,Fedor,US,1983,"Indianapolis,IN US"
17128,Nader,US,1959,"Asbury Park,NJ US"
17129,Warren,US,1968,"Warner,OK US"
17130,Daily,US,1975,"Saginaw,MI US"
17131,Perry,US,1966,"Hills,MN US"
17132,Hayes,US,1974,"Cleveland,OH US"
17133,Clifton,US,1967,"Manhattan,NY US"
17134,Johnston,US,1945,"Waco,TX US"
17135,Klass,US,1958,"Oakland,CA US"
17136,Galbraith,US,1979,"Utica,MI US"
17137,Forde,US,1950,"Abilene,TX US"
17138,Fink,US,1948,"Berlin,NJ US"
17139,Thedford,US,1982,"Norcross,GA US"
17140,Runyon,US,1983,"Gloucester,MA US"
17141,Robinson,US,1944,"Kirkland,WA US"
17142,Mckinnon,US,1954,"Naples,FL US"
17143,Mann,US,1952,"Cincinnati,OH US"
17144,Weiss,US,1972,"Columbia,SC US"
17145,Lewis,US,1954,"Los Angeles,CA US"
17146,Mack,US,1970,"New York,NY US"
17147,Lokey,US,1964,"Los Angeles,CA US"
17148,King,US,1983,"Sedan,MN US"
17149,Jackson,US,1946,"Memphis,TN US"
17150,Whittle,US,1976,"Martinsville,VA US"
17151,Smith,US,1976,"Tampa,FL US"
17152,Valerio,US,1963,"New York,NY US"
17153,Fay,US,1979,"Green Bay,WI US"
17154,Grimmett,US,1945,"Westbury,NY US"
17155,Mayhugh,US,1977,"Lowell,MA US"
17156,Harris,US,1940,"Worcester,MA US"
17157,Moore,US,1953,"Northbrook,IL US"
17158,Henderson,US,1977,"Missoula,MT US"
17159,Davis,US,1965,"Chantilly,VA US"
17160,Upshaw,US,1965,"Northampton,PA US"
17161,Pritchard,US,1941,"Seattle,WA US"
17162,Huffman,US,1946,"Kingsport,TN US"
17163,Cieslak,US,1978,"Page,AZ US"
17164,Scott,US,1962,"Hayward,CA US"
17165,Crotts,US,1958,"Providence,RI US"
17166,Nelson,US,1946,"Hardesty,OK US"
17167,Davis,US,1945,"Merrillville,IN US"
17168,Coffey,US,1981,"Fullerton,CA US"
17169,Lewis,US,1970,"Southfield,MI US"
17170,Prokop,US,1942,"Wooster,OH US"
17171,Oakes,US,1949,"Ontario,CA US"
17172,Uhl,US,1946,"Indiana,PA US"
17173,Larson,US,1941,"Plymouth,IN US"
17174,Brito,US,1958,"Byesville,OH US"
17175,Hatchett,US,1975,"Columbus,OH US"
17176,Dibella,US,1973,"Concord,CA US"
17177,Basham,US,1977,"Walton,WV US"
17178,Zimmermann,US,1955,"Wood Dale,IL US"
17179,Koval,US,1984,"Chaska,MN US"
17180,Doty,US,1968,"Salem,NH US"
17181,Thomas,US,1983,"Dothan,AL US"
17182,Lockhart,US,1956,"Houston,TX US"
17183,Daniel,US,1971,"Rockville,MD US"
17184,Crow,US,1965,"Fullerton,CA US"
17185,Foster,US,1950,"Binghamton,NY US"
17186,Evans,US,1978,"Santa Fe,NM US"
17187,Fong,US,1976,"New York,NY US"
17188,Reid,US,1979,"Houston,TX US"
17189,Small,US,1945,"Elkton,MD US"
17190,Laney,US,1943,"Buffalo,NY US"
17191,Vansickle,US,1976,"East Orange,NJ US"
17192,Parker,US,1978,"Erie,PA US"
17193,Goddard,US,1970,"Eagleville,PA US"
17194,Moore,US,1950,"Freeburn,KY US"
17195,Duarte,US,1965,"Toledo,OH US"
17196,Costanza,US,1943,"New York,NY US"
17197,Heckman,US,1983,"Miami,FL US"
17198,Heim,US,1973,"Pikeville,KY US"
17199,Mutchler,US,1975,"Lubbock,TX US"
17200,Sutton,US,1955,"Fort Lauderdale,FL US"
17201,Bolinger,US,1958,"San Diego,CA US"
17202,Paton,US,1942,"Toledo,OH US"
17203,Mumford,US,1964,"Hibbing,MN US"
17204,Lindsey,US,1966,"Muskogee,OK US"
17205,Diehl,US,1970,"Gulfport,MS US"
17206,Harrison,US,1979,"Hobbs,NM US"
17207,Rathbun,US,1968,"Tampa,FL US"
17208,Zwick,US,1956,"Springfield,IL US"
17209,Espinoza,US,1973,"Washington,MD US"
17210,Miler,US,1953,"Eden Prairie,MN US"
17211,Chase,US,1980,"Peoria,IL US"
17212,Talley,US,1942,"Hanover,MD US"
17213,Cook,US,1961,"Louisville,KY US"
17214,Salamanca,US,1957,"Washington,VA US"
17215,Begay,US,1960,"Washington,MD US"
17216,Summerlin,US,1954,"New York,NY US"
17217,Soto,US,1982,"Tremont,IL US"
17218,Wright,US,1969,"Interlaken,NY US"
17219,Hoskins,US,1953,"Taunton,MA US"
17220,Alvarez,US,1975,"North Wilkesboro,NC US"
17221,Gentry,US,1963,"Glendale,IN US"
17222,Miller,US,1979,"East Providence,RI US"
17223,Johnson,US,1985,"Newport News,VA US"
17224,Hoffman,US,1973,"Austin,TX US"
17225,Yard,US,1965,"New Bedford,MA US"
17226,Smith,US,1958,"Edgewood,IL US"
17227,Terrell,US,1971,"Detroit,MI US"
17228,Thomas,US,1943,"Nashville,TN US"
17229,Bradwell,US,1964,"Millers Falls,MA US"
17230,Davila,US,1946,"Philadelphia,PA US"
17231,Battles,US,1940,"Claysville,PA US"
17232,Lewis,US,1946,"Woodland,NC US"
17233,Kirby,US,1948,"Johnsonville,SC US"
17234,Clemmons,US,1979,"Indianapolis,IN US"
17235,Dreyer,US,1943,"Saint Louis,MO US"
17236,Wilson,US,1940,"Fort Wayne,IN US"
17237,Ham,US,1984,"North Miami,FL US"
17238,Depuy,US,1983,"Pittston,PA US"
17239,Ragan,US,1964,"Texarkana,AR US"
17240,Belanger,US,1960,"Durham,NC US"
17241,Balch,US,1984,"Beltsville,MD US"
17242,Madrid,US,1954,"Newport Beach,CA US"
17243,Garcia,US,1951,"Kidder,MO US"
17244,Corcoran,US,1961,"Cumming,GA US"
17245,Peterson,US,1964,"Poughkeepsie,NY US"
17246,Washington,US,1974,"Seattle,WA US"
17247,Knotts,US,1950,"Phoenix,AZ US"
17248,Miller,US,1940,"Anderson,SC US"
17249,Harding,US,1975,"Antwerp,OH US"
17250,Wilson,US,1945,"Wichita,KS US"
17251,Cross,US,1944,"Camden,NJ US"
17252,Hankins,US,1959,"Ocala,FL US"
17253,Mcclanahan,US,1975,"Los Angeles,CA US"
17254,Wood,US,1952,"Corpus Christi,TX US"
17255,Nichols,US,1961,"Clearfield,PA US"
17256,Stanley,US,1975,"Manchester,NH US"
17257,Deming,US,1968,"Irvine,CA US"
17258,Bottoms,US,1979,"White Plains,CT US"
17259,Ray,US,1979,"Honesdale,PA US"
17260,Adams,US,1980,"Dallas,TX US"
17261,Smith,US,1979,"Beltsville,DC US"
17262,Adams,US,1943,"Santa Barbara,CA US"
17263,Chan,US,1970,"Aurora,CO US"
17264,Morales,US,1974,"Overland Park,KS US"
17265,Stewart,US,1947,"Harrisburg,PA US"
17266,Ash,US,1953,"Westland,MI US"
17267,Hernandez,US,1970,"Louisville,KY US"
17268,Favors,US,1941,"Buffalo,NY US"
17269,Bishop,US,1984,"San Diego,CA US"
17270,Timmons,US,1958,"Garner,IA US"
17271,Thomas,US,1951,"Southfield,MI US"
17272,Lawrence,US,1966,"Frisco,TX US"
17273,Herman,US,1944,"Wallingford,CT US"
17274,Dawson,US,1960,"Denver,CO US"
17275,Washington,US,1946,"San Jose,CA US"
17276,Smith,US,1946,"West Chicago,IL US"
17277,Sanchez,US,1941,"Portland,ME US"
17278,Adams,US,1951,"San Francisco,CA US"
17279,Longoria,US,1975,"Sunrise,FL US"
17280,Wall,US,1978,"Phoenix,AZ US"
17281,Martin,US,1943,"Herndon,VA US"
17282,Kane,US,1941,"Lexington,KY US"
17283,Huffman,US,1976,"Mobile,AL US"
17284,King,US,1951,"Greensboro,NC US"
17285,Leblanc,US,1984,"New York,NY US"
17286,Lara,US,1945,"Seattle,WA US"
17287,Conant,US,1949,"Hudson,SD US"
17288,Hansen,US,1975,"Center,KY US"
17289,Crick,US,1953,"Hillside,IL US"
17290,Crisp,US,1978,"Gardena,CA US"
17291,Dattilo,US,1972,"Fayetteville,NC US"
17292,Thompson,US,1964,"Lompoc,CA US"
17293,Fast,US,1973,"Hartford,CT US"
17294,Betances,US,1947,"Lyndhurst,NJ US"
17295,Khan,US,1951,"Kansas City,KS US"
17296,Roberts,US,1966,"West Warwick,RI US"
17297,Dixon,US,1957,"Norcross,GA US"
17298,Hannah,US,1964,"Burbank,CA US"
17299,Lawler,US,1980,"Los Angeles,CA US"
17300,Keller,US,1971,"Reedley,CA US"
17301,Bradwell,US,1964,"Hartshorne,OK US"
17302,Stuart,US,1981,"Manchester,MO US"
17303,Schrecengost,US,1947,"Andover,KS US"
17304,Kujawa,US,1964,"San Carlos,CA US"
17305,Bukowski,US,1981,"Porter,TX US"
17306,Campbell,US,1979,"La Rue,OH US"
17307,Noland,US,1970,"Houston,TX US"
17308,Shields,US,1971,"Manhattan,NY US"
17309,Carino,US,1966,"Miami,FL US"
17310,Price,US,1984,"Roselle,NJ US"
17311,Martinez,US,1947,"Santa Ana,CA US"
17312,Diaz,US,1971,"Oakland,MD US"
17313,Hargrove,US,1979,"Tulsa,OK US"
17314,Larkin,US,1950,"Miamisburg,OH US"
17315,Taylor,US,1959,"Southfield,MI US"
17316,Dunford,US,1961,"San Diego,CA US"
17317,Press,US,1942,"San Francisco,CA US"
17318,Emerson,US,1940,"Chico,CA US"
17319,Hyatt,US,1984,"Rancho California,CA US"
17320,Watts,US,1979,"Greensboro,NC US"
17321,Hartley,US,1985,"Boston,MA US"
17322,Obrien,US,1974,"Fort Worth,TX US"
17323,Vaugh,US,1967,"New York,NY US"
17324,Christmas,US,1953,"Chicago,IL US"
17325,Lecuyer,US,1949,"Pittsburgh,PA US"
17326,Howze,US,1941,"Lansing,MI US"
17327,Hebert,US,1945,"Urbandale,IA US"
17328,Kirkland,US,1945,"Appleton,WI US"
17329,Carrillo,US,1947,"Pontiac,MI US"
17330,Wilson,US,1944,"Long Island City,NY US"
17331,Gowin,US,1961,"Beaumont,TX US"
17332,Grizzard,US,1979,"Sacramento,CA US"
17333,Hicks,US,1964,"Endicott,NY US"
17334,Burger,US,1984,"Atlanta,GA US"
17335,Bowen,US,1973,"Boynton Beach,FL US"
17336,Lyons,US,1973,"Lady Lake,FL US"
17337,Roman,US,1984,"San Diego,CA US"
17338,Ward,US,1945,"Las Vegas,NV US"
17339,Walker,US,1950,"Wichita,KS US"
17340,Fugate,US,1967,"Elizabethtown,KY US"
17341,Prater,US,1962,"Crestview,FL US"
17342,Peterson,US,1971,"Hyattsville,MD US"
17343,Negrete,US,1952,"Anaheim,CA US"
17344,Evans,US,1968,"Houston,TX US"
17345,Pittman,US,1956,"Tulsa,OK US"
17346,Evans,US,1983,"New Berlin,WI US"
17347,Bogan,US,1951,"Seattle,WA US"
17348,Smith,US,1970,"Plantation,FL US"
17349,Rojas,US,1969,"Kane,PA US"
17350,Wasson,US,1965,"Philadelphia,PA US"
17351,Cain,US,1969,"Tampa,FL US"
17352,Lefevre,US,1957,"Haven,KS US"
17353,Poindexter,US,1978,"Los Angeles,CA US"
17354,Faust,US,1973,"Brooklyn,NY US"
17355,Barnes,US,1946,"Toledo,OH US"
17356,Perez,US,1983,"Winsted,CT US"
17357,Tucker,US,1945,"Houston,TX US"
17358,Lester,US,1960,"Burr Ridge,IL US"
17359,Spruill,US,1952,"Houston,TX US"
17360,Snodgrass,US,1981,"Philadelphia,PA US"
17361,Orozco,US,1970,"Richmond,VA US"
17362,Raines,US,1943,"New York,NY US"
17363,Millay,US,1955,"Pittsburgh,PA US"
17364,Milian,US,1947,"Grygla,MN US"
17365,Shannon,US,1960,"Traverse City,MI US"
17366,Swanson,US,1964,"Bloomington,IL US"
17367,Priest,US,1983,"Boyertown,PA US"
17368,Sprague,US,1976,"Grand Rapids,MI US"
17369,Kiger,US,1945,"New York,NY US"
17370,Carr,US,1942,"Roselle,IL US"
17371,Staudt,US,1977,"Santa Ana,CA US"
17372,Conaway,US,1965,"Fort Wayne,IN US"
17373,Munoz,US,1975,"Glasford,IL US"
17374,Lewis,US,1966,"Eau Claire,WI US"
17375,Majeski,US,1959,"Witwen,WI US"
17376,Crumrine,US,1944,"Columbus,OH US"
17377,Burden,US,1971,"Tumon,NN US"
17378,Laws,US,1958,"Youngstown,OH US"
17379,Kim,US,1952,"Grey Eagle,MN US"
17380,Prinz,US,1973,"Rochelle Park,NJ US"
17381,Miller,US,1972,"Atlanta,GA US"
17382,Norman,US,1974,"Plano,TX US"
17383,Herrera,US,1960,"Charlotte,NC US"
17384,Elliott,US,1964,"Helena,MT US"
17385,Furey,US,1968,"Madison,IN US"
17386,Farrow,US,1976,"Waipahu,HI US"
17387,Bufkin,US,1978,"Geraldine,MT US"
17388,Matthews,US,1959,"Sharonville,OH US"
17389,Roberts,US,1960,"Columbus,OH US"
17390,Otis,US,1977,"East Rochester,NY US"
17391,Brewster,US,1943,"Boca Raton,FL US"
17392,Farlow,US,1973,"Tucson,AZ US"
17393,Hickey,US,1977,"Southfield,MI US"
17394,Oviedo,US,1946,"Los Angeles,CA US"
17395,Casson,US,1955,"Snohomish,WA US"
17396,Brownfield,US,1955,"Richmond,VA US"
17397,Elder,US,1954,"New Milford,PA US"
17398,Ladd,US,1954,"Redmond,WA US"
17399,Allen,US,1965,"Hicksville,NY US"
17400,Mason,US,1951,"Albany,NY US"
17401,Vaughn,US,1976,"Artesia,CA US"
17402,Pietrzak,US,1971,"Chico,CA US"
17403,Gonzalez,US,1953,"Long Beach,CA US"
17404,Taylor,US,1959,"Altoona,PA US"
17405,Hare,US,1973,"New York,NY US"
17406,Smith,US,1963,"Charleston,SC US"
17407,Langley,US,1983,"Oregon City,OR US"
17408,Baker,US,1981,"Jacksonville,FL US"
17409,Brewer,US,1982,"Greensboro,NC US"
17410,Daniels,US,1957,"Garner,NC US"
17411,Winfrey,US,1940,"Everett,WA US"
17412,Mason,US,1976,"Philadelphia,PA US"
17413,Williams,US,1968,"Little Rock,AR US"
17414,Benites,US,1977,"Buffalo,NY US"
17415,Fair,US,1955,"Laramie,WY US"
17416,Wilson,US,1979,"Saint Helena,CA US"
17417,Pedraza,US,1984,"Rocky Mount,NC US"
17418,Brookes,US,1980,"Longmont,CO US"
17419,Nolan,US,1955,"Charleston,SC US"
17420,Smith,US,1944,"Lakefield,MN US"
17421,Butler,US,1985,"Springfield,MA US"
17422,Mccarthy,US,1972,"Bloomington,IL US"
17423,Sterling,US,1945,"Jackson,MS US"
17424,Waldron,US,1975,"Jacksonville,FL US"
17425,Daniel,US,1958,"Houston,TX US"
17426,Schillinger,US,1967,"Downey,CA US"
17427,Howard,US,1972,"Syracuse,NY US"
17428,Colvard,US,1953,"Burlington,VT US"
17429,Mcmanus,US,1970,"Southfield,MI US"
17430,Mccubbin,US,1976,"Tacoma,WA US"
17431,Martinez,US,1980,"Ellensburg,WA US"
17432,Calvillo,US,1974,"Miami,FL US"
17433,Bodkin,US,1981,"Thompson,ND US"
17434,Bejarano,US,1982,"Foxboro,MA US"
17435,Jones,US,1978,"Oakland,CA US"
17436,Jenkins,US,1961,"Philadelphia,PA US"
17437,Hyatt,US,1951,"Chula Vista,CA US"
17438,Mangrum,US,1956,"San Diego,CA US"
17439,Baker,US,1952,"Sacramento,CA US"
17440,Stoddard,US,1959,"Gering,NE US"
17441,Heller,US,1975,"Eugene,OR US"
17442,Shaver,US,1949,"Newark,PA US"
17443,Price,US,1984,"Hanover,MD US"
17444,Ross,US,1979,"Fair Oaks,CA US"
17445,Daniels,US,1951,"Brockton,MA US"
17446,Wertz,US,1976,"San Diego,CA US"
17447,Potter,US,1984,"Minneapolis,MN US"
17448,Hester,US,1952,"Zeeland,MI US"
17449,Burt,US,1944,"Philadelphia,PA US"
17450,Campbell,US,1985,"New York,NY US"
17451,Dunkel,US,1957,"Pine Bluffs,WY US"
17452,Rodriquez,US,1959,"Bushnell,FL US"
17453,Lehman,US,1959,"Issaquah,WA US"
17454,Flowers,US,1963,"Washington,MI US"
17455,Kirchner,US,1940,"Seattle,WA US"
17456,Williams,US,1945,"Chicago,IL US"
17457,Taylor,US,1946,"Orlando,FL US"
17458,Rowen,US,1963,"Denver,CO US"
17459,Holland,US,1952,"Houston,TX US"
17460,Vazquez,US,1959,"Limington,ME US"
17461,Frame,US,1976,"Omaha,NE US"
17462,Hill,US,1953,"Baton Rouge,LA US"
17463,Swords,US,1949,"Philadelphia,PA US"
17464,Moon,US,1965,"Pacoima,CA US"
17465,Henderson,US,1944,"Salinas,CA US"
17466,Poe,US,1950,"Fort Collins,CO US"
17467,Hosley,US,1976,"Lockhart,TX US"
17468,Simms,US,1962,"Petersburg,AK US"
17469,King,US,1964,"Kansas City,MO US"
17470,Canady,US,1943,"Mcconnellsburg,PA US"
17471,Rice,US,1982,"Staunton,VA US"
17472,Mullaney,US,1976,"Liberty,ME US"
17473,Watkins,US,1940,"Traverse City,MI US"
17474,Thomason,US,1955,"Sheboygan,WI US"
17475,Santos,US,1967,"Boca Raton,FL US"
17476,Widger,US,1954,"Garden City,NY US"
17477,Markham,US,1962,"Elgin,IL US"
17478,Maciejewski,US,1948,"New Haven,CT US"
17479,Vasquez,US,1942,"Cinnaminson,NJ US"
17480,Herrera,US,1965,"Garner,NC US"
17481,Biggs,US,1964,"Stlouis,IL US"
17482,Peters,US,1947,"Providence,RI US"
17483,Levis,US,1954,"Tyler,TX US"
17484,Billings,US,1950,"Kenner,LA US"
17485,Fisher,US,1971,"Jackson,MS US"
17486,Boren,US,1970,"Baltimore,MD US"
17487,Villa,US,1961,"Valparaiso,IN US"
17488,Longfellow,US,1964,"Albany,NY US"
17489,Gaertner,US,1961,"Salisbury,NC US"
17490,Blanchard,US,1958,"Red Wing,MN US"
17491,Brown,US,1967,"Fergus Falls,MN US"
17492,Kirk,US,1953,"Cambridge,MA US"
17493,Cobb,US,1954,"Minneapolis,MN US"
17494,Haywood,US,1961,"Salinas,CA US"
17495,Meisel,US,1968,"Biloxi,MS US"
17496,Lutz,US,1980,"Mize,MS US"
17497,Galyean,US,1967,"Phoenix,AZ US"
17498,Powell,US,1970,"Youngstown,OH US"
17499,Hammond,US,1951,"West Palm Beach,FL US"
17500,Hughes,US,1943,"Dauphin Island,AL US"
17501,West,US,1981,"Pikeville,KY US"
17502,Burden,US,1977,"New York,NY US"
17503,Turner,US,1952,"Rockville,MD US"
17504,Galyon,US,1950,"Santa Fe Springs,CA US"
17505,Sachs,US,1960,"Gardena,CA US"
17506,Rodriguez,US,1961,"Eau Claire,WI US"
17507,Isaacs,US,1946,"Raleigh,NC US"
17508,Swan,US,1951,"Levittown,NY US"
17509,Carey,US,1955,"Portland,OR US"
17510,Noble,US,1976,"Rexburg,ID US"
17511,Olivarez,US,1966,"San Francisco,CA US"
17512,Anderson,US,1970,"Chico,CA US"
17513,Young,US,1940,"King Of Prussia,PA US"
17514,Thomas,US,1972,"Louisville,KY US"
17515,Wymore,US,1974,"Vero Beach,FL US"
17516,Conrad,US,1942,"Port Charlotte,FL US"
17517,Degroot,US,1972,"Pomona,CA US"
17518,Estrada,US,1945,"Spokane,WA US"
17519,Clanton,US,1947,"Houston,TX US"
17520,Simmons,US,1968,"Brookfield,WI US"
17521,Gilmore,US,1969,"Gaithersburg,MD US"
17522,Polley,US,1964,"Arlington,VA US"
17523,Wood,US,1973,"Nashville,TN US"
17524,Castro,US,1973,"Jonesville,MI US"
17525,Joseph,US,1983,"Buford,GA US"
17526,Burr,US,1952,"Grand Rapids,MI US"
17527,Stanley,US,1976,"Marlboro,MA US"
17528,Alvarado,US,1980,"Oakland,CA US"
17529,Friedman,US,1954,"Riegelsville,PA US"
17530,Smith,US,1945,"Solvang,CA US"
17531,Jacob,US,1976,"Mc Arthur,OH US"
17532,Keeling,US,1983,"Jacksonville,FL US"
17533,Sutton,US,1963,"Aurora,CO US"
17534,Quinn,US,1940,"Weslaco,TX US"
17535,Richards,US,1970,"Dallas,TX US"
17536,Silvera,US,1943,"Pittsburgh,PA US"
17537,Moe,US,1962,"Viborg,SD US"
17538,White,US,1942,"North Hollywood,CA US"
17539,Rose,US,1955,"Mansfield,OH US"
17540,Joyner,US,1955,"West Roxbury,MA US"
17541,Carroll,US,1960,"Bakersfield,CA US"
17542,Whitt,US,1970,"Palos Park,IL US"
17543,Wallace,US,1964,"Gibsonia,PA US"
17544,Murphy,US,1976,"Bayboro,NC US"
17545,Izzo,US,1967,"Feather Sound,FL US"
17546,Thompson,US,1962,"Rochester,NY US"
17547,Sanchez,US,1974,"Port Orange,FL US"
17548,Hawk,US,1954,"Monsey,NY US"
17549,Miller,US,1945,"Reno,NV US"
17550,Colbert,US,1961,"Santa Clara,CA US"
17551,Wheeler,US,1949,"San Francisco,CA US"
17552,Shank,US,1970,"Hanford,CA US"
17553,Erwin,US,1962,"Stratford,OK US"
17554,Mcfarren,US,1962,"Dubuque,IA US"
17555,Welton,US,1959,"Minneapolis,MN US"
17556,Parr,US,1985,"San Rafael,CA US"
17557,Myers,US,1952,"Johnstown,PA US"
17558,Teague,US,1943,"Saint Louis,MO US"
17559,Rao,US,1968,"Brooklyn,NY US"
17560,Null,US,1965,"Houston,TX US"
17561,Bracken,US,1949,"Red Bank,NJ US"
17562,Eckhoff,US,1976,"Baton Rouge,LA US"
17563,Key,US,1982,"New York,NY US"
17564,Bailey,US,1957,"Lawrence,KS US"
17565,Goldberg,US,1965,"Seattle,WA US"
17566,Norris,US,1950,"Jackson,MS US"
17567,Causey,US,1953,"Ewing,MO US"
17568,Curry,US,1980,"Sunrise,FL US"
17569,Cross,US,1956,"Pittsburg,KS US"
17570,Baker,US,1946,"Boise,ID US"
17571,Sprayberry,US,1964,"Gandy,FL US"
17572,Lewis,US,1983,"Centennial,CO US"
17573,Buffum,US,1947,"Mountain View,CA US"
17574,Espinosa,US,1982,"Memphis,TN US"
17575,Jones,US,1973,"Pittsburgh,PA US"
17576,Harley,US,1958,"Bolton,MA US"
17577,Lindsay,US,1961,"Valdosta,GA US"
17578,Herrell,US,1968,"Dallas,TX US"
17579,Velasquez,US,1982,"Midland,TX US"
17580,Williamson,US,1958,"Hereford,TX US"
17581,Levy,US,1946,"Newport Beach,CA US"
17582,Mccollum,US,1950,"Greensboro,PA US"
17583,Hutchins,US,1951,"Richmond,VA US"
17584,Nettles,US,1958,"White Sulphur Spring,VA US"
17585,Simpson,US,1970,"Hays,KS US"
17586,Campbell,US,1940,"Greenwood,MS US"
17587,Clement,US,1940,"Windom,MN US"
17588,Brand,US,1953,"Glendale,CA US"
17589,Harris,US,1944,"Grants,NM US"
17590,Singletary,US,1967,"Grand Rapids,MI US"
17591,Devore,US,1968,"Wichita,AR US"
17592,Thurston,US,1982,"Charlotte,NC US"
17593,Stockton,US,1977,"Springfield,MA US"
17594,Korando,US,1967,"Birmingham,AL US"
17595,Cannon,US,1957,"Hickory Hills,IL US"
17596,Boyce,US,1978,"Dallas,TX US"
17597,Layton,US,1973,"Bend,OR US"
17598,Cross,US,1980,"Rochelle Park,NJ US"
17599,Gardner,US,1946,"Nashville,TN US"
17600,Esquivel,US,1981,"Burbank,CA US"
17601,Gonzalez,US,1960,"Weehawken,NJ US"
17602,Ward,US,1985,"Conway,NC US"
17603,Myres,US,1980,"Spokane,WA US"
17604,Spencer,US,1951,"Westland,MI US"
17605,Phelps,US,1983,"Johnson City,NY US"
17606,Mahmoud,US,1980,"Berlin,NY US"
17607,Prince,US,1985,"Bakersfield,CA US"
17608,Arrellano,US,1946,"Nashville,TN US"
17609,Torres,US,1985,"Cleburne,TX US"
17610,Richardson,US,1984,"Dobbs Ferry,NY US"
17611,Morin,US,1971,"Fullerton,CA US"
17612,Schilling,US,1973,"New York,NY US"
17613,Rodriguez,US,1974,"Forest City,IL US"
17614,Graves,US,1959,"Milwaukee,WI US"
17615,French,US,1971,"Seattle,WA US"
17616,Soriano,US,1947,"Destrehan,LA US"
17617,Blodgett,US,1963,"Fort Lauderdale,FL US"
17618,Haynes,US,1942,"Selden,NY US"
17619,Shearin,US,1968,"Ashland,KY US"
17620,Moore,US,1966,"Austin,TX US"
17621,Heinrich,US,1966,"Honolulu,HI US"
17622,Valentine,US,1971,"Livingston,NJ US"
17623,Hernandez,US,1953,"Centerville,VA US"
17624,Zak,US,1983,"Houston,TX US"
17625,Brown,US,1967,"Lexington,IL US"
17626,Amundson,US,1944,"Saint Paul,MN US"
17627,Daniel,US,1954,"Hanover,MD US"
17628,Lyons,US,1949,"Chicago,IL US"
17629,Coe,US,1965,"Baltimore,MD US"
17630,Tapley,US,1960,"San Antonio,TX US"
17631,Corley,US,1963,"Armonk Village,NY US"
17632,Oliver,US,1948,"Stanardsville,VA US"
17633,Moylan,US,1965,"Columbus,IN US"
17634,Hayes,US,1961,"Coeur D Alene,ID US"
17635,Barwick,US,1945,"Bay City,MI US"
17636,Roebuck,US,1971,"Houston,TX US"
17637,Atwood,US,1955,"Santa Fe Springs,CA US"
17638,Young,US,1959,"Little Rock,AR US"
17639,Ardoin,US,1948,"Los Angeles,CA US"
17640,Webster,US,1965,"Hickory Hills,IL US"
17641,Scholl,US,1961,"Syracuse,NY US"
17642,Wagner,US,1942,"Atlanta,GA US"
17643,Parr,US,1959,"Chamblee,GA US"
17644,Lachance,US,1974,"Breckenridge,TX US"
17645,Wallace,US,1964,"El Paso,TX US"
17646,Stewart,US,1984,"Isabella,MN US"
17647,Mclain,US,1964,"Denham Springs,LA US"
17648,Jonas,US,1963,"Monroe,LA US"
17649,Bangert,US,1958,"Parsons,KS US"
17650,Roof,US,1973,"Lone Rock,WI US"
